Feature,n_folds_selected,mean_rank_when_selected,mean_importance_share,mean_chi2_score,Model,pct_folds_selected
txt:exception home,2,512.0,0.0006,1.96,Logistic,14.3
txt:fallen hard,2,512.5,0.0006,2.76,Logistic,14.3
txt:intermodal,2,512.5,0.0006,4.34,Logistic,14.3
txt:card foot,2,513.0,0.0006,3.42,Logistic,14.3
txt:life line,2,513.0,0.0005,3.54,Logistic,14.3
txt:platinum card,2,513.5,0.0006,2.83,Logistic,14.3
txt:aide,2,515.0,0.0006,2.07,Logistic,14.3
txt:baystate health,2,515.0,0.0005,4.45,Logistic,14.3
txt:pay apply,2,515.5,0.0006,3.15,Logistic,14.3
txt:pay house,2,517.0,0.0005,1.47,Logistic,14.3
txt:year union,2,517.5,0.0006,2.14,Logistic,14.3
txt:work got,2,518.5,0.0006,2.78,Logistic,14.3
txt:consolidation mattress,2,520.0,0.0006,4.38,Logistic,14.3
txt:monthly cheaper,2,520.0,0.0005,5.89,Logistic,14.3
txt:debit late,2,521.0,0.0006,2.29,Logistic,14.3
txt:debt organized,2,521.5,0.0006,2.83,Logistic,14.3
txt:good account,2,522.5,0.0006,2.31,Logistic,14.3
txt:simpler payment,2,522.5,0.0005,6.15,Logistic,14.3
txt:required debt,2,523.0,0.0006,2.85,Logistic,14.3
txt:school consolidate,2,523.0,0.0006,1.83,Logistic,14.3
txt:walked,2,523.0,0.0006,1.91,Logistic,14.3
txt:cabrini hospital,2,524.0,0.0005,4.4,Logistic,14.3
txt:consolidation eaton,2,524.0,0.0006,3.55,Logistic,14.3
txt:working law,2,525.5,0.0005,2.43,Logistic,14.3
txt:debt cox,2,527.0,0.0005,4.65,Logistic,14.3
txt:farm service,2,527.0,0.0005,4.92,Logistic,14.3
txt:medical tax,2,527.0,0.0005,2.74,Logistic,14.3
txt:best wish,2,528.0,0.0005,2.9,Logistic,14.3
txt:pacer,2,530.0,0.0005,5.19,Logistic,14.3
txt:end payment,2,530.5,0.0005,2.98,Logistic,14.3
txt:planning consolidate,2,531.0,0.0005,2.15,Logistic,14.3
txt:receive help,2,531.5,0.0005,3.92,Logistic,14.3
txt:able investor,2,532.0,0.0005,2.83,Logistic,14.3
txt:consolidation seneca,2,533.5,0.0005,4.33,Logistic,14.3
txt:brevard county,2,534.0,0.0005,3.88,Logistic,14.3
txt:consoladition,2,534.0,0.0005,3.38,Logistic,14.3
txt:house car,2,534.5,0.0004,0.92,Logistic,14.3
txt:nursing service,2,534.5,0.0005,1.98,Logistic,14.3
txt:great history,2,535.5,0.0004,1.05,Logistic,14.3
txt:diva,2,536.0,0.0005,3.66,Logistic,14.3
txt:year god,2,536.5,0.0005,2.03,Logistic,14.3
txt:home support,2,537.5,0.0005,2.7,Logistic,14.3
txt:ruining,2,538.5,0.0005,2.07,Logistic,14.3
txt:month ahead,2,539.0,0.0004,1.01,Logistic,14.3
txt:stable problem,2,539.0,0.0004,1.54,Logistic,14.3
txt:stony brook,2,541.0,0.0005,3.91,Logistic,14.3
txt:cancelled debt,2,541.5,0.0005,2.85,Logistic,14.3
txt:consolidation san,2,541.5,0.0004,2.1,Logistic,14.3
txt:military service,2,541.5,0.0005,2.34,Logistic,14.3
txt:existing customer,2,542.5,0.0005,3.4,Logistic,14.3
txt:volunteer,2,543.0,0.0003,1.03,Logistic,14.3
txt:confidential,2,544.0,0.0005,2.97,Logistic,14.3
txt:accumalated,2,544.5,0.0004,1.86,Logistic,14.3
txt:insure,2,544.5,0.0004,0.99,Logistic,14.3
txt:mckesson medical,2,545.0,0.0005,4.04,Logistic,14.3
txt:personal better,2,546.5,0.0005,2.87,Logistic,14.3
txt:month going,2,550.5,0.0003,1.39,Logistic,14.3
txt:repair family,2,553.5,0.0003,1.38,Logistic,14.3
txt:consolidation hancock,2,555.0,0.0004,4.28,Logistic,14.3
txt:money send,2,555.0,0.0005,3.06,Logistic,14.3
txt:olean,2,557.5,0.0004,6.14,Logistic,14.3
txt:carriage house,2,559.0,0.0005,3.86,Logistic,14.3
txt:city police,2,560.0,0.0002,1.55,Logistic,14.3
txt:phelan,2,564.5,0.0004,6.01,Logistic,14.3
txt:company different,2,565.5,0.0004,3.63,Logistic,14.3
txt:cfbisd,2,568.5,0.0004,3.73,Logistic,14.3
txt:consolidation astoria,2,570.0,0.0004,4.36,Logistic,14.3
txt:army debt,2,583.0,0.0003,2.74,Logistic,14.3
txt:amp line,2,592.0,0.0002,2.68,Logistic,14.3
txt:tax,1,1.0,0.0068,1.17,Logistic,7.1
txt:home,1,3.0,0.0065,1.14,Logistic,7.1
txt:associate,1,4.0,0.0067,1.19,Logistic,7.1
txt:communication,1,5.0,0.0055,2.33,Logistic,7.1
txt:network,1,6.0,0.0054,1.19,Logistic,7.1
txt:department,1,12.0,0.0047,0.85,Logistic,7.1
txt:dream,1,13.0,0.0047,0.72,Logistic,7.1
txt:faster,1,14.0,0.0077,2.73,Logistic,7.1
txt:improvement,1,15.0,0.0046,0.96,Logistic,7.1
txt:engineer,1,16.0,0.0077,8.94,Logistic,7.1
txt:concept,1,20.0,0.0044,1.7,Logistic,7.1
txt:gift,1,20.0,0.0041,1.14,Logistic,7.1
txt:software,1,20.0,0.0061,7.71,Logistic,7.1
txt:auto,1,24.0,0.004,0.81,Logistic,7.1
txt:california,1,27.0,0.004,1.33,Logistic,7.1
txt:capital,1,27.0,0.0043,1.33,Logistic,7.1
txt:office,1,28.0,0.0043,1.11,Logistic,7.1
txt:electronics,1,29.0,0.0046,3.11,Logistic,7.1
txt:home repair,1,33.0,0.0041,2.63,Logistic,7.1
txt:food,1,34.0,0.0045,4.08,Logistic,7.1
txt:hotel,1,35.0,0.0038,0.89,Logistic,7.1
txt:harley,1,37.0,0.0038,0.96,Logistic,7.1
txt:roof,1,37.0,0.0042,2.42,Logistic,7.1
txt:laborer,1,39.0,0.0042,13.85,Logistic,7.1
txt:director,1,41.0,0.0041,5.53,Logistic,7.1
txt:score,1,42.0,0.0036,0.74,Logistic,7.1
txt:card refinancing,1,46.0,0.0042,3.58,Logistic,7.1
txt:local,1,46.0,0.0035,1.09,Logistic,7.1
txt:plant,1,46.0,0.0034,1.56,Logistic,7.1
txt:assistance,1,47.0,0.0035,0.95,Logistic,7.1
txt:money used,1,47.0,0.0037,1.67,Logistic,7.1
txt:pickup,1,48.0,0.0035,1.89,Logistic,7.1
txt:architect,1,49.0,0.0039,7.68,Logistic,7.1
txt:gate,1,49.0,0.0035,3.02,Logistic,7.1
txt:bigger,1,50.0,0.0034,1.55,Logistic,7.1
txt:purchasing,1,50.0,0.0034,0.73,Logistic,7.1
txt:enterprise,1,51.0,0.0034,0.84,Logistic,7.1
txt:martin,1,53.0,0.0037,2.93,Logistic,7.1
txt:payoff,1,53.0,0.0034,1.2,Logistic,7.1
txt:institute,1,56.0,0.0033,1.69,Logistic,7.1
txt:rehab,1,56.0,0.0032,1.9,Logistic,7.1
txt:available,1,59.0,0.0032,0.91,Logistic,7.1
txt:driver,1,60.0,0.0034,5.57,Logistic,7.1
txt:guard,1,60.0,0.0032,2.22,Logistic,7.1
txt:metro,1,60.0,0.0031,2.09,Logistic,7.1
txt:paid month,1,60.0,0.0032,1.34,Logistic,7.1
txt:mark,1,64.0,0.0031,2.33,Logistic,7.1
txt:debt payoff,1,65.0,0.003,1.65,Logistic,7.1
txt:nursery,1,65.0,0.003,1.87,Logistic,7.1
txt:fiance,1,67.0,0.0032,0.76,Logistic,7.1
txt:federal government,1,70.0,0.003,3.67,Logistic,7.1
txt:microsoft,1,71.0,0.003,2.84,Logistic,7.1
txt:forward,1,73.0,0.003,0.69,Logistic,7.1
txt:fitness,1,74.0,0.003,0.73,Logistic,7.1
txt:integrated,1,74.0,0.0029,1.36,Logistic,7.1
txt:custodian,1,75.0,0.0029,9.17,Logistic,7.1
txt:revolving debt,1,75.0,0.003,0.72,Logistic,7.1
txt:geico,1,77.0,0.0029,2.67,Logistic,7.1
txt:expansion,1,78.0,0.0027,2.95,Logistic,7.1
txt:charles,1,80.0,0.003,2.18,Logistic,7.1
txt:advantage,1,81.0,0.003,1.15,Logistic,7.1
txt:card balance,1,82.0,0.003,0.71,Logistic,7.1
txt:matt,1,83.0,0.0027,1.44,Logistic,7.1
txt:montgomery,1,83.0,0.0027,3.34,Logistic,7.1
txt:healthcare,1,84.0,0.003,1.05,Logistic,7.1
txt:porch,1,86.0,0.0028,1.31,Logistic,7.1
txt:rate consolidation,1,86.0,0.0026,2.57,Logistic,7.1
txt:consolidation higher,1,87.0,0.0025,3.82,Logistic,7.1
txt:dental work,1,87.0,0.0029,2.25,Logistic,7.1
txt:planning using,1,88.0,0.0026,2.59,Logistic,7.1
txt:forest,1,89.0,0.0026,3.32,Logistic,7.1
txt:debt consol,1,90.0,0.0028,1.17,Logistic,7.1
txt:dunkin,1,91.0,0.0025,4.65,Logistic,7.1
txt:store,1,92.0,0.0028,0.86,Logistic,7.1
txt:debit consolidation,1,93.0,0.0026,4.08,Logistic,7.1
txt:jacob,1,93.0,0.0025,4.1,Logistic,7.1
txt:homeland security,1,94.0,0.0027,1.26,Logistic,7.1
txt:homeland,1,95.0,0.0027,1.26,Logistic,7.1
txt:presbyterian,1,95.0,0.0025,1.95,Logistic,7.1
txt:debt monthly,1,96.0,0.0025,2.1,Logistic,7.1
txt:credit payoff,1,97.0,0.0027,2.69,Logistic,7.1
txt:use help,1,97.0,0.0024,2.93,Logistic,7.1
txt:job year,1,98.0,0.0028,0.89,Logistic,7.1
txt:stocker,1,98.0,0.0024,8.58,Logistic,7.1
txt:chemical,1,99.0,0.0027,2.44,Logistic,7.1
txt:america,1,100.0,0.0027,1.08,Logistic,7.1
txt:welder,1,100.0,0.0024,4.83,Logistic,7.1
txt:cleaning,1,102.0,0.0027,1.03,Logistic,7.1
txt:ease,1,103.0,0.0026,2.43,Logistic,7.1
txt:horizon,1,103.0,0.0023,2.59,Logistic,7.1
txt:aim,1,104.0,0.0024,1.86,Logistic,7.1
txt:control,1,104.0,0.0027,0.73,Logistic,7.1
txt:restart,1,105.0,0.0023,4.74,Logistic,7.1
txt:stable debt,1,105.0,0.0027,1.8,Logistic,7.1
txt:cigna,1,106.0,0.0023,3.27,Logistic,7.1
txt:laboratory,1,106.0,0.0026,1.22,Logistic,7.1
txt:upmc,1,106.0,0.0026,1.76,Logistic,7.1
txt:valley,1,106.0,0.0027,0.69,Logistic,7.1
txt:editor,1,107.0,0.0022,4.31,Logistic,7.1
txt:assisting,1,108.0,0.0026,2.09,Logistic,7.1
txt:kaiser,1,108.0,0.0026,0.71,Logistic,7.1
txt:mom,1,108.0,0.0023,1.74,Logistic,7.1
txt:breath,1,109.0,0.0022,8.22,Logistic,7.1
txt:consolidation home,1,110.0,0.0024,3.34,Logistic,7.1
txt:airway,1,111.0,0.0026,1.95,Logistic,7.1
txt:senior,1,111.0,0.0024,3.72,Logistic,7.1
txt:new home,1,112.0,0.0026,0.93,Logistic,7.1
txt:fitter,1,114.0,0.0022,8.4,Logistic,7.1
txt:helpful,1,115.0,0.0025,1.91,Logistic,7.1
txt:money payment,1,115.0,0.0026,1.29,Logistic,7.1
txt:care center,1,116.0,0.0021,4.64,Logistic,7.1
txt:september,1,116.0,0.0026,1.18,Logistic,7.1
txt:getting better,1,117.0,0.0023,1.78,Logistic,7.1
txt:improvement debt,1,117.0,0.0021,3.39,Logistic,7.1
txt:macdonald,1,117.0,0.0021,4.33,Logistic,7.1
txt:payoff debt,1,117.0,0.0025,1.52,Logistic,7.1
txt:working company,1,117.0,0.0026,1.48,Logistic,7.1
txt:ice,1,118.0,0.0021,3.02,Logistic,7.1
txt:really,1,118.0,0.0025,1.4,Logistic,7.1
txt:michigan,1,119.0,0.0025,1.1,Logistic,7.1
txt:summer,1,119.0,0.0026,1.27,Logistic,7.1
txt:consolidation machine,1,120.0,0.0021,11.36,Logistic,7.1
txt:card missed,1,121.0,0.0025,0.96,Logistic,7.1
txt:israel,1,122.0,0.0023,3.14,Logistic,7.1
txt:consolidation line,1,124.0,0.002,11.05,Logistic,7.1
txt:power,1,125.0,0.0025,0.85,Logistic,7.1
txt:software engineer,1,125.0,0.002,4.3,Logistic,7.1
txt:university health,1,125.0,0.0024,2.42,Logistic,7.1
txt:consolidation director,1,127.0,0.002,3.66,Logistic,7.1
txt:berkeley,1,129.0,0.002,3.58,Logistic,7.1
txt:creek,1,129.0,0.0024,0.72,Logistic,7.1
txt:target,1,129.0,0.0024,1.85,Logistic,7.1
txt:sushi,1,133.0,0.0019,2.75,Logistic,7.1
txt:credit debt,1,134.0,0.0024,0.84,Logistic,7.1
txt:visit,1,134.0,0.0021,1.62,Logistic,7.1
txt:beverage,1,135.0,0.0024,1.73,Logistic,7.1
txt:medical personal,1,135.0,0.0023,1.58,Logistic,7.1
txt:dupage,1,136.0,0.0019,4.37,Logistic,7.1
txt:burger,1,138.0,0.0023,2.12,Logistic,7.1
txt:city county,1,139.0,0.0019,3.27,Logistic,7.1
txt:honest,1,139.0,0.0023,0.93,Logistic,7.1
txt:colorado,1,140.0,0.0023,1.52,Logistic,7.1
txt:hard worker,1,140.0,0.0021,2.23,Logistic,7.1
txt:mobile,1,140.0,0.0024,0.98,Logistic,7.1
txt:moving,1,140.0,0.0023,1.1,Logistic,7.1
txt:candy,1,141.0,0.002,4.49,Logistic,7.1
txt:castle,1,142.0,0.0017,3.15,Logistic,7.1
txt:coal,1,142.0,0.0019,3.71,Logistic,7.1
txt:international,1,142.0,0.0023,0.96,Logistic,7.1
txt:moving relocation,1,143.0,0.0018,2.92,Logistic,7.1
txt:office coordinator,1,144.0,0.0019,7.89,Logistic,7.1
txt:air force,1,145.0,0.0023,1.41,Logistic,7.1
txt:nov,1,145.0,0.0023,1.62,Logistic,7.1
txt:craft,1,146.0,0.0018,3.7,Logistic,7.1
txt:refinance bank,1,146.0,0.0018,3.15,Logistic,7.1
txt:jewel,1,147.0,0.0023,1.15,Logistic,7.1
txt:sky,1,147.0,0.002,2.14,Logistic,7.1
txt:consolidation card,1,148.0,0.0018,3.13,Logistic,7.1
txt:everett,1,148.0,0.002,2.69,Logistic,7.1
txt:houston,1,148.0,0.0022,1.3,Logistic,7.1
txt:macys,1,148.0,0.0022,1.17,Logistic,7.1
txt:prince,1,148.0,0.0018,2.83,Logistic,7.1
txt:black,1,149.0,0.0023,0.99,Logistic,7.1
txt:wanting consolidate,1,149.0,0.0019,3.08,Logistic,7.1
txt:daniel,1,150.0,0.0017,3.64,Logistic,7.1
txt:homeimprov,1,151.0,0.0018,12.19,Logistic,7.1
txt:industrial,1,151.0,0.0022,0.71,Logistic,7.1
txt:coming,1,152.0,0.0022,0.85,Logistic,7.1
txt:consolidation community,1,153.0,0.0019,2.43,Logistic,7.1
txt:receptionist,1,153.0,0.0018,4.68,Logistic,7.1
txt:refinance high,1,153.0,0.0022,0.82,Logistic,7.1
txt:const,1,155.0,0.0017,3.71,Logistic,7.1
txt:dept correction,1,155.0,0.0021,1.39,Logistic,7.1
txt:goal pay,1,155.0,0.0022,0.74,Logistic,7.1
txt:gannett,1,157.0,0.002,1.96,Logistic,7.1
txt:columbus,1,158.0,0.0022,0.97,Logistic,7.1
txt:fully,1,158.0,0.0022,0.82,Logistic,7.1
txt:tenet,1,158.0,0.0019,3.26,Logistic,7.1
txt:desperate,1,159.0,0.0018,4.46,Logistic,7.1
txt:logan,1,159.0,0.0022,1.05,Logistic,7.1
txt:sandy,1,159.0,0.0017,3.31,Logistic,7.1
txt:credit account,1,161.0,0.0022,0.72,Logistic,7.1
txt:pay quicker,1,161.0,0.0022,1.67,Logistic,7.1
txt:harlem,1,162.0,0.0017,5.14,Logistic,7.1
txt:pay city,1,162.0,0.0016,3.3,Logistic,7.1
txt:card misc,1,163.0,0.0017,2.87,Logistic,7.1
txt:color,1,164.0,0.002,2.56,Logistic,7.1
txt:bus,1,165.0,0.0019,2.06,Logistic,7.1
txt:accident,1,166.0,0.002,1.11,Logistic,7.1
txt:stable employment,1,167.0,0.0021,0.77,Logistic,7.1
txt:fully funded,1,168.0,0.0021,1.52,Logistic,7.1
txt:mold,1,169.0,0.0021,0.82,Logistic,7.1
txt:broken,1,171.0,0.0019,2.59,Logistic,7.1
txt:cashier,1,172.0,0.0017,4.26,Logistic,7.1
txt:lewis,1,172.0,0.0021,0.75,Logistic,7.1
txt:mart,1,172.0,0.0019,1.76,Logistic,7.1
txt:motor company,1,172.0,0.002,1.4,Logistic,7.1
txt:kaiser hospital,1,175.0,0.0016,4.54,Logistic,7.1
txt:road,1,175.0,0.0021,0.77,Logistic,7.1
txt:force,1,176.0,0.0021,1.05,Logistic,7.1
txt:consolidation cashier,1,179.0,0.0016,9.76,Logistic,7.1
txt:division,1,179.0,0.0021,1.22,Logistic,7.1
txt:fastenal,1,179.0,0.0015,2.98,Logistic,7.1
txt:peak,1,180.0,0.002,1.74,Logistic,7.1
txt:wedding new,1,180.0,0.0021,0.75,Logistic,7.1
txt:recieved,1,181.0,0.0021,0.78,Logistic,7.1
txt:superviser,1,181.0,0.0016,5.47,Logistic,7.1
txt:beach,1,182.0,0.002,0.71,Logistic,7.1
txt:consolidation alliance,1,182.0,0.0017,4.18,Logistic,7.1
txt:deb,1,182.0,0.002,1.74,Logistic,7.1
txt:debt starting,1,182.0,0.0019,3.63,Logistic,7.1
txt:brighton,1,184.0,0.0017,3.07,Logistic,7.1
txt:dealer,1,184.0,0.002,1.35,Logistic,7.1
txt:mayo,1,184.0,0.0019,2.68,Logistic,7.1
txt:mustang,1,184.0,0.0019,1.1,Logistic,7.1
txt:response,1,185.0,0.002,1.04,Logistic,7.1
txt:smaller payment,1,185.0,0.0015,2.9,Logistic,7.1
txt:credit missed,1,186.0,0.002,0.72,Logistic,7.1
txt:correction officer,1,187.0,0.0016,4.95,Logistic,7.1
txt:money bank,1,187.0,0.0021,0.9,Logistic,7.1
txt:attorney,1,190.0,0.0021,0.93,Logistic,7.1
txt:consolidation nursing,1,190.0,0.0016,6.84,Logistic,7.1
txt:orthopaedic,1,190.0,0.0017,2.7,Logistic,7.1
txt:work job,1,190.0,0.002,1.66,Logistic,7.1
txt:ibm corp,1,191.0,0.0015,2.79,Logistic,7.1
txt:debt consolidate,1,192.0,0.0021,1.48,Logistic,7.1
txt:combined income,1,193.0,0.002,1.73,Logistic,7.1
txt:consolidation inova,1,193.0,0.0015,3.2,Logistic,7.1
txt:hawkeye,1,193.0,0.0014,3.13,Logistic,7.1
txt:tenure,1,193.0,0.002,2.52,Logistic,7.1
txt:home debt,1,194.0,0.0016,2.73,Logistic,7.1
txt:card fund,1,195.0,0.002,1.05,Logistic,7.1
txt:consolidation frito,1,195.0,0.0015,2.71,Logistic,7.1
txt:thanksgiving,1,196.0,0.002,1.12,Logistic,7.1
txt:backed,1,197.0,0.0018,2.06,Logistic,7.1
txt:greatful,1,197.0,0.0014,4.19,Logistic,7.1
txt:lamar,1,198.0,0.0015,3.84,Logistic,7.1
txt:godaddy,1,199.0,0.0015,7.46,Logistic,7.1
txt:greene,1,199.0,0.0018,3.74,Logistic,7.1
txt:knock,1,199.0,0.002,0.96,Logistic,7.1
txt:alaska,1,200.0,0.002,1.47,Logistic,7.1
txt:idea,1,200.0,0.002,0.75,Logistic,7.1
txt:worldwide,1,200.0,0.0019,1.1,Logistic,7.1
txt:daughter college,1,202.0,0.0019,1.85,Logistic,7.1
txt:oil,1,204.0,0.0019,1.26,Logistic,7.1
txt:home mortgage,1,205.0,0.0018,1.32,Logistic,7.1
txt:fairchild,1,206.0,0.0016,2.37,Logistic,7.1
txt:obtain lower,1,206.0,0.0017,1.91,Logistic,7.1
txt:comcast,1,207.0,0.0018,1.41,Logistic,7.1
txt:atv,1,208.0,0.0018,1.35,Logistic,7.1
txt:tired,1,208.0,0.0019,0.74,Logistic,7.1
txt:consolidation swiss,1,211.0,0.0014,3.77,Logistic,7.1
txt:debt paying,1,211.0,0.0019,0.69,Logistic,7.1
txt:pay rent,1,212.0,0.0017,2.13,Logistic,7.1
txt:freeing,1,213.0,0.0019,1.12,Logistic,7.1
txt:card feel,1,214.0,0.0017,1.51,Logistic,7.1
txt:enable,1,214.0,0.0019,0.76,Logistic,7.1
txt:expense department,1,214.0,0.0014,3.98,Logistic,7.1
txt:dmc,1,215.0,0.0014,3.38,Logistic,7.1
txt:high good,1,215.0,0.0016,3.54,Logistic,7.1
txt:charles schwab,1,216.0,0.0018,1.34,Logistic,7.1
txt:consolidation microsoft,1,216.0,0.0015,3.78,Logistic,7.1
txt:chicago police,1,217.0,0.0016,4.05,Logistic,7.1
txt:worry,1,217.0,0.0019,1.09,Logistic,7.1
txt:gardner,1,219.0,0.0012,3.62,Logistic,7.1
txt:mayo clinic,1,219.0,0.0017,2.09,Logistic,7.1
txt:intrest rate,1,220.0,0.0018,0.94,Logistic,7.1
txt:boulder,1,221.0,0.0018,1.16,Logistic,7.1
txt:gkn,1,221.0,0.0013,3.8,Logistic,7.1
txt:paramount,1,221.0,0.0016,3.14,Logistic,7.1
txt:railway,1,221.0,0.0017,1.35,Logistic,7.1
txt:consolidation coast,1,222.0,0.0016,1.93,Logistic,7.1
txt:consolidation postal,1,222.0,0.0014,4.28,Logistic,7.1
txt:loa,1,222.0,0.0013,4.56,Logistic,7.1
txt:summer vacation,1,222.0,0.0015,2.49,Logistic,7.1
txt:jaguar,1,223.0,0.0013,3.58,Logistic,7.1
txt:sport grill,1,223.0,0.0014,9.99,Logistic,7.1
txt:chrysler jeep,1,225.0,0.0014,2.65,Logistic,7.1
txt:consolidate charge,1,225.0,0.0013,6.0,Logistic,7.1
txt:investor helping,1,225.0,0.0017,4.17,Logistic,7.1
txt:usc,1,225.0,0.0012,3.26,Logistic,7.1
txt:year fix,1,225.0,0.0014,7.46,Logistic,7.1
txt:credit bank,1,226.0,0.0014,2.67,Logistic,7.1
txt:homemaker,1,226.0,0.0014,11.05,Logistic,7.1
txt:tape,1,226.0,0.0015,2.32,Logistic,7.1
txt:rebuild credit,1,227.0,0.0016,2.49,Logistic,7.1
txt:schwab,1,227.0,0.0017,1.11,Logistic,7.1
txt:lasalle,1,228.0,0.0016,2.73,Logistic,7.1
txt:siding,1,228.0,0.0018,0.85,Logistic,7.1
txt:underwriter,1,228.0,0.0017,1.18,Logistic,7.1
txt:asst manager,1,229.0,0.0013,7.36,Logistic,7.1
txt:consolidation jewish,1,229.0,0.0013,3.92,Logistic,7.1
txt:ccloan,1,230.0,0.0016,3.9,Logistic,7.1
txt:card warehouse,1,231.0,0.0013,6.53,Logistic,7.1
txt:pay stub,1,231.0,0.0018,1.25,Logistic,7.1
txt:capgemini,1,232.0,0.0016,2.28,Logistic,7.1
txt:consolidation dell,1,232.0,0.0016,2.96,Logistic,7.1
txt:consolidation henry,1,232.0,0.0014,3.81,Logistic,7.1
txt:cover medical,1,232.0,0.0018,2.76,Logistic,7.1
txt:debt area,1,232.0,0.0013,6.14,Logistic,7.1
txt:payment late,1,232.0,0.0018,1.0,Logistic,7.1
txt:consolidation floor,1,234.0,0.0013,3.94,Logistic,7.1
txt:york life,1,234.0,0.0016,2.35,Logistic,7.1
txt:global logistics,1,235.0,0.0012,4.19,Logistic,7.1
txt:island,1,235.0,0.0018,1.36,Logistic,7.1
txt:mta bus,1,235.0,0.0013,3.56,Logistic,7.1
txt:sci,1,235.0,0.0014,3.97,Logistic,7.1
txt:dear,1,236.0,0.0018,1.11,Logistic,7.1
txt:shop supervisor,1,236.0,0.0013,9.92,Logistic,7.1
txt:charleston,1,237.0,0.0017,1.57,Logistic,7.1
txt:hood,1,237.0,0.0016,1.93,Logistic,7.1
txt:matrix,1,239.0,0.0013,4.58,Logistic,7.1
txt:seneca,1,239.0,0.0015,3.37,Logistic,7.1
txt:size,1,239.0,0.0018,1.52,Logistic,7.1
txt:help debt,1,240.0,0.0016,1.46,Logistic,7.1
txt:card forever,1,242.0,0.0015,2.08,Logistic,7.1
txt:lady,1,245.0,0.0015,3.09,Logistic,7.1
txt:organic,1,245.0,0.0015,2.24,Logistic,7.1
txt:rate save,1,245.0,0.0017,0.92,Logistic,7.1
txt:rocklin,1,246.0,0.0012,5.11,Logistic,7.1
txt:dennis,1,247.0,0.0013,2.74,Logistic,7.1
txt:great lake,1,247.0,0.0014,2.57,Logistic,7.1
txt:payoff nurse,1,247.0,0.0012,7.33,Logistic,7.1
txt:cabinet,1,248.0,0.0017,1.0,Logistic,7.1
txt:comptroller,1,248.0,0.0015,2.83,Logistic,7.1
txt:extremely stable,1,248.0,0.0017,0.69,Logistic,7.1
txt:going,1,250.0,0.0017,0.68,Logistic,7.1
txt:lenscrafters,1,251.0,0.0011,4.8,Logistic,7.1
txt:respite,1,251.0,0.0012,3.7,Logistic,7.1
txt:dept pay,1,252.0,0.0011,3.3,Logistic,7.1
txt:senior care,1,252.0,0.0012,3.64,Logistic,7.1
txt:door,1,253.0,0.0017,1.59,Logistic,7.1
txt:levy,1,254.0,0.0013,3.98,Logistic,7.1
txt:giving,1,255.0,0.0017,0.82,Logistic,7.1
txt:niagara,1,255.0,0.0014,3.92,Logistic,7.1
txt:moment,1,256.0,0.0016,0.89,Logistic,7.1
txt:consolidate lowes,1,257.0,0.0012,10.91,Logistic,7.1
txt:debt little,1,257.0,0.0016,1.16,Logistic,7.1
txt:nicer,1,257.0,0.0012,2.9,Logistic,7.1
txt:office year,1,257.0,0.0015,2.14,Logistic,7.1
txt:aluminum,1,258.0,0.0015,1.72,Logistic,7.1
txt:improvement kitchen,1,258.0,0.0015,1.77,Logistic,7.1
txt:learned,1,258.0,0.0017,0.7,Logistic,7.1
txt:shoppe,1,258.0,0.0013,3.7,Logistic,7.1
txt:concrete,1,260.0,0.0016,1.29,Logistic,7.1
txt:help consolidating,1,260.0,0.0011,3.33,Logistic,7.1
txt:tax credit,1,260.0,0.0017,0.98,Logistic,7.1
txt:hopeful,1,261.0,0.0015,2.04,Logistic,7.1
txt:moving city,1,261.0,0.0015,1.62,Logistic,7.1
txt:technition,1,261.0,0.0012,6.06,Logistic,7.1
txt:pay daughter,1,262.0,0.0017,1.35,Logistic,7.1
txt:consolidation consolidated,1,264.0,0.0011,3.63,Logistic,7.1
txt:finish house,1,264.0,0.0014,1.96,Logistic,7.1
txt:national guard,1,264.0,0.0017,0.86,Logistic,7.1
txt:palace,1,264.0,0.0014,3.36,Logistic,7.1
txt:biomedical,1,265.0,0.0014,2.47,Logistic,7.1
txt:null pay,1,265.0,0.0015,1.59,Logistic,7.1
txt:genuine,1,266.0,0.0013,3.68,Logistic,7.1
txt:investigative,1,266.0,0.0012,5.47,Logistic,7.1
txt:funeral expense,1,268.0,0.0016,1.15,Logistic,7.1
txt:tribe,1,268.0,0.0015,2.8,Logistic,7.1
txt:consolidation rose,1,269.0,0.0012,3.99,Logistic,7.1
txt:education corporation,1,269.0,0.0012,3.19,Logistic,7.1
txt:account verification,1,270.0,0.0014,2.69,Logistic,7.1
txt:having payment,1,270.0,0.0013,2.28,Logistic,7.1
txt:morton,1,270.0,0.0014,2.03,Logistic,7.1
txt:fund buy,1,271.0,0.0016,1.31,Logistic,7.1
txt:ibew,1,271.0,0.0014,2.41,Logistic,7.1
txt:grocery,1,272.0,0.0016,0.95,Logistic,7.1
txt:reorganization,1,272.0,0.0014,2.29,Logistic,7.1
txt:wonderful,1,274.0,0.0016,1.07,Logistic,7.1
txt:stub,1,275.0,0.0016,0.72,Logistic,7.1
txt:dayton,1,276.0,0.0011,3.78,Logistic,7.1
txt:personel,1,276.0,0.0014,1.71,Logistic,7.1
txt:coty,1,277.0,0.001,3.43,Logistic,7.1
txt:ole,1,277.0,0.0013,2.53,Logistic,7.1
txt:timely manner,1,277.0,0.0016,0.74,Logistic,7.1
txt:help personal,1,279.0,0.0011,3.4,Logistic,7.1
